NO.,FRENCH VERSION,ENGLISH VERSION
801,On récolte ce que l'on sème.,You get out of it what you put in it
802,"Orgueil et misère, ne s'arrangent guère.","A proud mind and a beggar's purse, agree ill together."
803,Où est votre volonté d'être bizarre? -Jim Morrison,Where’s your will to be weird? -Jim Morrison 
804,"Où il y a des abeilles, il y aura du miel.","Where bees are, there will be honey."
805,"Où que nous soyons, ce sont nos amis qui font notre monde. -Henri Drummond","Wherever we are, it is our friends that make our world. -Henry Drummond"
806,"Où se trouve le Cœur, là est la maison.",Home is where the heart is
807,Oubliez le style ; s'inquiéter des résultats. Bobby Orr,Forget about style; worry about results. Bobby Orr
808,"Par-dessus tout, respectez-vous.- Pythagore","Above all things, reverence yourself.- Pythagoras"
809,"Pardonne, fils; les hommes sont des hommes; ils doivent se tromper. -Euripide","Forgive, son; men are men; they needs must err. -Euripides"
810,Pardonnez toujours à vos ennemis. Rien ne les dérange autant. Oscar Wilde,Always forgive your enemies. Nothing annoys them so much. Oscar Wilde 
811,"Parfois tu gagnes, parfois tu apprends. Jean Maxwell","Sometimes you win, sometimes you learn. John Maxwell "
812,"Parfois, la peur ne disparaîtra pas, alors vous devrez le faire effrayé.","Sometimes the fear won’t go away, so you’ll have to do it afraid."
813,"Parfois, la vie vous suit quand vous vous y attendez le moins. -Jon Hamm",Sometimes life has its way with you when you least expect it. -Jon Hamm
814,"Parlez bas, si vous parlez d'amour. -William Shakespeare","Speak low, if you speak love. -William Shakespeare"
815,Parlez doucement et portez un gros bâton,Speak softly and carry a big stick
816,Parlez-vous comme vous le feriez avec quelqu'un que vous aimez. Brène Brun,Talk to yourself like you would to someone you love. Brene Brown
817,"Pas de nouvelles, bonnes nouvelles",No news is good news
818,"Pas de pression, pas de diamants. -Thomas Carlyle","No pressure, no diamonds. -Thomas Carlyle"
819,"Pas de tripes, pas d'histoire. -Chris Brady","No guts, no story. -Chris Brady"
820,"Pas un échec, mais un objectif bas, c'est un crime. James Russel Lowell","Not failure, but low aim, is crime. James Russell Lowell"
821,Pensez à toute la beauté qui vous entoure encore et soyez heureux. -Anne Frank,Think of all the beauty still left around you and be happy. -Anne Frank
822,"Persévérance, secret de tous les triomphes. Victor Hugo","Perseverance, secret of all triumphs. Victor Hugo"
823,Persévérez dans la vertu et la diligence. Plaute,Persevere in virtue and diligence. Plautus
824,Persévérez et faites-le. George Allen père,Persevere and get it done. George Allen Sr
825,Personne d'autre que vous-même ne peut vous apporter la paix. -Ralph Waldo Emerson,Nobody can bring you peace but yourself. -Ralph Waldo Emerson
826,Personne ne peut vous faire sentir inférieur sans votre consentement.,No one can make you feel inferior without your consent.
827,Personne ne peut vous faire sentir inférieur sans votre consentement. - Eleanor Roosevelt, “No one can make you feel inferior without your consent.” — Eleanor Roosevelt
828,Personne ne peut vous faire sentir inférieur sans votre consentement. Eleanor Roosevelt,No one can make you feel inferior without your consent. Eleanor Roosevelt
829,Personne ne sait quoi dire dans le vestiaire du perdant. Mohamed Ali,No one knows what to say in the loser’s locker room. Muhammad Ali
830,Personne n'est jamais devenu pauvre en donnant. -Anne Frank.,No one has ever become poor by giving. -Anne Frank.
831,Personne n'est parfait,Nobody's perfect
832,"Petits enfants dont on raffole, devenus grands, ils vous désolent","Children, when little, make parents fools, when great, mad"
833,Peu importe à quelle vitesse vous allez tant que vous ne vous arrêtez pas. Confucius,It doesn’t matter how slow you go as long as you don’t stop. Confucius 
834,Peu importe la vitesse à laquelle vous roulez tant que vous ne vous arrêtez pas. -Confucius,It does not matter how slowly you go as long as you do not stop. -Confucius
835,Peut-être ne voulait-on pas tant être aimé que compris.- George Orwell,Perhaps one did not want to be loved so much as to be understood.- George Orwell
836,Pierre qui roule n'amasse pas mousse,A rolling stone gathers no moss
837,"Plus je vis longtemps, plus la vie devient belle. — Frank Lloyd Wright","“The longer I live, the more beautiful life becomes.” — Frank Lloyd Wright"
838,"Plus la bataille est dure, plus la victoire est douce. Bob Marley",The harder the battle the sweeter the victory. Bob Marley
839,"Plus on est de fous, plus on rit","The more, the merrier"
840,"Plus on est nombreux, plus le travail est léger.",Many bands make light work
841,"Plus tôt vous échouez, moins vous avez peur d'échouer à nouveau. Brendan Baker","The sooner you fail, the less afraid you are to fail again.Brendan Baker"
842,"Plus vous aimez, plus vous devenez aimable. -Osho","The more you love, the more you become lovable. -Osho"
843,"Plus vous donnez de sympathie, moins vous en avez besoin. -Malcolm S.Forbes","The more sympathy you give, the less you need. -Malcolm S. Forbes"
844,"Plus vous jugez, moins vous aimez. -Honoré de Balzac","The more you judge, the less you love. -Honore de Balzac"
845,"Poisson et hôtes après 3 jours, ne sont bons qu'à jeter à la porte.","Fresh fish and new-come guests, smell when they are three days old."
846,"Posséder moins c'est bien, vouloir moins c'est mieux. -Joshua Becker.","Owning less is great, wanting less is better. -Joshua Becker ."
847,Posséder moins vaut mieux que d'organiser plus. Joshua Becker,Owning less is better than organizing more. J-oshua Becker
848,"Pour avoir trop convoité, on laisse tout échapper.","All covet, all lose."
849,"Pour ceux à qui on donne beaucoup, il en faut beaucoup.","For those to whom much is given, much is required."
850,Pour changer de vie : Commencez tout de suite. Faites-le flamboyant. Guillaume James,To change one’s life: Start immediately. Do it flamboyantly. William James
851,"Pour diriger les gens, marchez derrière eux. Lao Tseu",To lead people walk behind them. Lao Tzu
852,"Pour être irremplaçable, il faut toujours être différent. - Coco Chanel",“In order to be irreplaceable one must always be different.” — Coco Chanel
853,"Pour être irremplaçable, il faut toujours être différent. coco Chanel",In order to be irreplaceable one must always be different. Coco Chanel
854,"Pour guérir de l'inquiétude, le travail vaut mieux que le whisky. Ralph Waldo Emerson","As a cure for worrying, work is better than whiskey. Ralph Waldo Emerson"
855,"Pour guérir de l'inquiétude, le travail vaut mieux que le whisky. Thomas A.Edison","As a cure for worrying, work is better than whiskey. Thomas A. Edison"
856,"Pour moi, la foi signifie ne pas s'inquiéter. John Dewey",To me faith means not worrying. John Dewey
857,"Pour se connaître, il faut s'affirmer. -Albert Camus","To know oneself, one should assert oneself. -Albert Camus"
858,"Pour un esprit bien organisé, la mort n'est que la prochaine grande aventure. J.K. Rowling","To the well-organized mind, death is but the next great adventure. J.K. Rowling"
859,"Pour vous trouver, pensez par vous-même. Socrate","To find yourself, think for yourself. Socrates"
860,Pourquoi s'intégrer alors que vous êtes né pour vous démarquer? -Dr. Seuss,Why fit in when you were born to stand out? -Dr. Seuss
861,"Premier arrivé, premier servi","First come, first served"
862,Prendre des choses folles au sérieux est une grave perte de temps. -Haruki Murakami,Taking crazy things seriously is a serious waste of time. -Haruki Murakami
863,Prenez soin de votre vie et le Seigneur prendra soin de votre mort. Georges Whitefield,Take care of your life and the Lord will take care of your death. George Whitefield
864,Priez et laissez Dieu s'inquiéter. Martin Luther,"Pray, and let God worry. Martin Luther"
865,Puissiez-vous vivre chaque jour de votre vie. — Jonathan Swift,“May you live every day of your life.” — Jonathan Swift
866,"Quand je suis silencieux, j'ai le tonnerre caché à l'intérieur. –Rûmi","When I am silent, I have thunder hidden inside. –Rumi"
867,"Quand la connaissance devient rigide, elle cesse de vivre. Anselme Kiefer","When knowledge becomes rigid, it stops living. Anselm Kiefer"
868,"Quand le bassin est plein, il déborde.","When the well is full, it will run."
869,"Quand le chat n'est pas là, les souris dansent","When the cat's away, the mice will play"
870,"Quand le renard prêche, gare aux oies.","When the fox preaches, beware of your geese."
871,"Quand on a un cœur reconnaissant, la vie est si belle. -Roy T. Bennett","When one has a grateful heart, life is so beautiful. -Roy T. Bennett"
872,"Quand on est à Rome, il faut faire comme les Romains","When in Rome, do as the Romans do"
873,"Quand on parle du loup, on voit sa queue.",Speak of the devil and he's sure to appear
874,"Quand quelqu'un vous montre qui il est, croyez-le la première fois. Maya Angelou","When someone shows you who they are, believe them the first time. Maya Angelou"
875,"Quand tu fais des choses avec ton âme, tu sens un fleuve couler en toi, une joie. Roumi","When you do things from your soul, you feel a river moving in you, a joy. Rumi"
876,Quatre-vingt pour cent du succès se manifeste.,Eighty percent of success is showing up.
877,Que celui qui déplacerait le monde bouge d'abord lui-même. -Socrate,Let him that would move the world first move himself. -Socrates
878,Que la force soit avec toi.,May the Force be with you.
879,Que rien ni personne ne trouble votre paix intérieure.- Luminita Saviuc,Let nothing and no one disturb your inner peace.- Luminita Saviuc
880,"Qui a peur des feuilles, n'aille pas au bois.","He who's afraid of leaves, must not come into a wood"
881,Qui aime bien châtie bien,Spare the rod and spoil the child
882,"Qui dresse un piège pour autrui, pourra bien y être pris.","He that seeks other to beguile, is often overtaken in his wile."
883,Qui est riche ? Celui qui se réjouit de sa part. -Benjamin Franklin,Who is rich? He that rejoices in his portion. -Benjamin Franklin
884,Qui ne dit mot consent,Silence gives consent
885,"Qui ne veut de conseil, peut bien se passer d'aide","He that won't be consoled, can't be helped."
886,Qui n'ose rien n'a rien,"Nothing ventured, nothing gained"
887,"Qui paie avec l'argent d'autrui, achète force soucis.","He that goes a borrowing, goes a sorrowing."
888,"Qui regarde dehors, rêve ; qui regarde à l'intérieur, se réveille. Carl-Gustav Jung","Who looks outside, dreams; who looks inside, awakes. Carl Gustav Jung"
889,"Qui s'absente, se fait oublier","Long absent, soon forgotten"
890,Qui se ressemble s'assemble,Birds of a feather flock together
891,Qui sème la vertu récolte l'honneur. Léonard de Vinci,Who sows virtue reaps honor. Leonardo da Vinci
892,Qui sème le vent récolte la tempête,Sow the wind and reap the whirlwind
893,"Qui trop embrasse, mal étreint.","Grasp all, lose all."
894,Qui va lentement va sûrement,Haste makes waste
895,Qui veut noyer son chien l'accuse d'avoir la rage,Give a dog a bad name and hang him.
896,Qui vivra verra,Time will tell
897,"Qui, étant aimé, est pauvre? -Oscar Wilde","Who, being loved, is poor? -Oscar Wilde"
898,Quiconque a jamais fait quelque chose d'important a été discipliné. Andrew Hendrixson,Anyone who has ever made anything of importance was disciplined. Andrew Hendrixson
899,"Quoi que vous fassiez, faites-le de toutes vos forces.- Marcus Tullius Cicero","Whatever you do, do with all your might.- Marcus Tullius Cicero"
900,"Quoique tu sois, sois un bon.","Whatever you are, be a good one."
901,"Quoique tu sois, sois un bon. -Abraham Lincoln","Whatever you are, be a good one. -Abraham Lincoln"
902,"Rappelez-vous que l'échec est un événement, pas une personne. Zig Ziglar","Remember that failure is an event, not a person. Zig Ziglar"
903,Rappelez-vous que votre tâche est d'être un bon être humain. Marc Aurèle,Remind yourself that your task is to be a good human being. Marcus Aurelius
904,"Ravalez votre fierté, vous ne mourrez pas, ce n'est pas du poison. Bob Dylan","Swallow your pride, you will not die, it’s not poison. Bob Dylan"
905,Récompensez l'échec digne - expérimentation. Bill Gates,Reward worthy failure – experimentation. Bill Gates
906,Réessayer. Échouer à nouveau. Échouer mieux. –Samuel Beckett,Try Again. Fail again. Fail better. – Samuel Beckett
907,Remplissez votre papier avec les respirations de votre cœur. William Wordsworth,Fill your paper with the breathings of your heart. William Wordsworth
908,Rester affamé. Restez stupide. – Steve Jobs,Stay hungry. Stay foolish. –Steve Jobs 
909,Restez stupide pour rester sain d'esprit. -Maxime Lagace,Stay foolish to stay sane. -Maxime Lagacé
910,Retirer toutes ces choses de votre vie (et de votre esprit) crée une dépendance. –Tynan,Getting all of that stuff out of your life (and your mind) is addictive. –Tynan
911,Rien dans la vie n'est à craindre. C'est seulement pour être compris. Marie Curie,Nothing in life is to be feared. It is only to be understood. Marie Curie
912,Rien de ce qui vaut la peine d'avoir n'est facile.,Nothing worth having comes easy.
913,Rien de grand n'a jamais été accompli sans enthousiasme. Ralph Waldo Emerson,Nothing great was ever achieved without enthusiasm. Ralph Waldo Emerson
914,Rien d'extérieur à vous n'a de pouvoir sur vous. Ralph Waldo Emerson,Nothing external to you has any power over you. Ralph Waldo Emerson
915,Rien n'a plus de force que la nécessité absolue. Euripide,Nothing has more strength than dire necessity. Euripides
916,Rien ne devient réel tant qu'il n'est pas expérimenté. Jean Keats,Nothing ever becomes real till it is experienced. John Keats
917,Rien ne disparaît jamais tant qu'il ne nous a pas appris ce que nous devons savoir.,Nothing ever goes away until it has taught us what we need to know.
918,Rien ne se passe à moins que nous rêvions d'abord. -Carl Sandbourg,Nothing happens unless first we dream. -Carl Sandburg
919,Rien ne vaut plus que ce jour. -Johann Wolfgang von Goethe,Nothing is worth more than this day. -Johann Wolfgang von Goethe
920,Rien ne vaut son chez soi.,There's no place like home
921,Rien n'est aussi cher et précieux que le temps. -proverbe français,Nothing is so dear and precious as time. -French proverb
922,Rien n'est certain sauf la mort et les impôts.,Nothing is certain except for death and taxes.
923,"Rien n'est permanent dans ce monde méchant, pas même nos problèmes. Charlie Chaplin","Nothing is permanent in this wicked world, not even our troubles. Charlie Chaplin"
924,Rira bien qui rira le dernier,He who laughs last laughs longest (GB) / best (US)
925,Rock bottom a construit plus de héros que de privilèges.,Rock bottom has built more heroes than privilege.
926,Rock bottom est devenu la base solide sur laquelle j'ai reconstruit ma vie. JK Rowling,Rock bottom became the solid foundation on which I rebuilt my life. J. K. Rowling
927,Rome ne s'est pas faite en un (seul) jour,Rome wasn't built in a day
928,S'abstenir d'imiter est la meilleure revanche. Marc Aurèle,To refrain from imitation is the best revenge. Marcus Aurelius
929,Sage est celui qui recueille la sagesse des autres. Juan Guerra Cáceras,Wise is he who collects the wisdom of others. Juan Guerra Caceras
930,Sagement et lentement. Ils trébuchent qui courent vite. William Shakespeare,"Wisely, and slow. They stumble that run fast. William Shakespeare "
931,S'aimer soi-même est le début d'une romance de toute une vie. -Oscar Wilde,To love oneself is the beginning of a lifelong romance. -Oscar Wilde
932,"Sans liberté, pas de création. Jiddu Krishnamurti","Without freedom, there is no creation. Jiddu Krishnamurti"
933,"Sans travail acharné, rien ne pousse que les mauvaises herbes. Gordon B.Hinckley","Without hard work, nothing grows but weeds. Gordon B. Hinckley"
934,"Sauce bonne pour l'oie, est bonne pour le jars.","What is sauce for the goose, Is sauce for the gander."
935,"Sauve le voleur de la potence, et il te coupera la gorge.","Save a thief from the gallows, And he will cut your throat."
936,Sauve qui peut,Every man for himself ( and the devil take the hindmost )
937,"Savoir, c'est pouvoir",Knowledge is power
938,"Se coucher tôt, se lever tôt, c'est amasser santé et sagesse.","Early to go to bed, and early to rise, make a man wealthy and wise."
939,"Se faire valoir, c'est l'idée idiote de la gloire. Bruce Lee",Showing off is the fool’s idea of glory. Bruce Lee
940,"Seul le nouveau, accepté profondément et totalement, peut vous transformer. Osho","Only the new, accepted deeply and totally, can transform you. Osho"
941,"Si au début vous ne réussissez pas, essayez, réessayez.","If at first you don’t succeed, try, try again."
942,"Si cela compte pour vous, vous trouverez un moyen. -Charlie Gilkey","If it matters to you, you’ll find a way. -Charlie Gilkey"
943,"Si cela ne vous défie pas, cela ne vous changera pas.","If it doesn’t challenge you, it won’t change you."
944,"Si cela ressemble à de l'écriture, je le réécris. Elmore Léonard","If it sounds like writing, I rewrite it. Elmore Leonard"
945,"Si cela vous fait peur, ce serait peut-être une bonne chose d'essayer. Seth Godin","If it scares you, it might be a good thing to try. Seth Godin"
946,"Si je n'écris pas pour vider mon esprit, je deviens fou. Lord Byron","If I don’t write to empty my mind, I go mad. Lord Byron"
947,Si la jeunesse savait; si l'âge le pouvait. -Sigmund Freud,If youth knew; if age could. -Sigmund Freud
948,"Si la vie ne doit pas être prise trop au sérieux, la mort non plus. Samuel Butler","If life must not be taken too seriously, then so neither must death. Samuel Butler"
949,"Si l'amour apparaît, les frontières disparaîtront. -Osho","If love appears, boundaries will disappear. -Osho"
950,"Si le chemin est beau, ne nous demandons pas où il mène. -Anatole France","If the path be beautiful, let us not ask where it leads. -Anatole France"
951,"Si le renard court, le poulet a des ailes.","Though' the fox runs, the chicken has wings."
952,"Si l'on te donne une vache, cours-y vite avec une corde.","When they give a cow, run and fetch a haller."
953,"Si par ma vie ou ma mort je peux te protéger, je le ferai. J. R. R. Tolkien","If by my life or death I can protect you, I will. J. R. R. Tolkien"
954,"Si tu n'es pas trop long, je t'attendrai ici toute ma vie. -Oscar Wilde","If you are not too long, I will wait here for you all my life. -Oscar Wilde"
955,"Si tu voulais être aimé, aime. -Lucius Annaeus Sénèque","If you wished to be loved, love. -Lucius Annaeus Seneca"
956,"Si une chose aime, elle est infinie. -William Blake","If a thing loves, it is infinite. -William Blake"
957,"Si vous abandonnez vos rêves, que reste-t-il ? -Jim Carrey","If you give up on your dreams, what’s left? -Jim Carrey"
958,"Si vous allez en enfer, continuez. - Winston Churchill","“If you’re going through hell, keep going.” — Winston Churchill"
959,"Si vous allez en enfer, continuez. -Winston Churchill","If you’re going through hell, keep going. -Winston Churchill"
960,"Si vous avez un véritable ami, vous avez plus que votre part. -Thomas Fuller",If you have one true friend you have more than your share. -Thomas Fuller
961,"Si vous dites la vérité, vous n'avez pas à vous souvenir de quoi que ce soit. -Mark Twain","If you tell the truth, you don’t have to remember anything. -Mark Twain"
962,"Si vous êtes seul quand vous êtes seul, vous êtes en mauvaise compagnie. -Jean Paul Sartre","If you are lonely when you’re alone, you are in bad company. -Jean-Paul Sartre"
963,"Si vous jugez les gens, vous n'avez pas le temps de les aimer. -Mère Teresa","If you judge people, you have no time to love them. -Mother Teresa"
964,"Si vous jugez, enquêtez. Lucius Annaeus Sénèque","If you judge, investigate. Lucius Annaeus Seneca"
965,"Si vous le construisez, ils viendront.","If you build it, they will come."
966,"Si vous n'avez pas de critiques, vous n'aurez probablement aucun succès. Malcolm X",If you have no critics you’ll likely have no success. Malcolm X
967,"Si vous ne demandez pas, vous n'obtenez pas. Stevie Wonder","If you don’t ask, you don’t get. Stevie Wonder"
968,"Si vous ne pouvez mordre, ne montrez pas vos dents.","If you cannot bite, never show your teeth. = Don't bark, if you can't bite."
969,"Si vous pensez connaître la réponse, vous êtes loin d'être sage. Trente Hamm","If you think you know the answer, you’re far from wise. Trent Hamm"
970,"Si vous pensez que l'éducation coûte cher, essayez l'ignorance. Andy McIntyre","If you think education is expensive, try ignorance. Andy McIntyre"
971,"Si vous portez de la joie dans votre cœur, vous pouvez guérir à tout moment. -Carlos Santana","If you carry joy in your heart, you can heal any moment. -Carlos Santana"
972,"Si vous traversez l'enfer, continuez.","If you are going through hell, keep going."
973,"Si vous voulez le bonheur pour la vie, aidez la prochaine génération. proverbe chinois","If you want happiness for a lifetime, help the next generation. Chinese saying"
974,"Si vous voulez que quelque chose soit bien fait, faites-le vous-même.","If you want something done right, do it yourself."
975,"Si vous voulez vous élever, élevez quelqu'un d'autre. -Booker T.Washington","If you want to lift yourself up, lift up someone else. -Booker T. Washington"
976,"Si vous voulez vous faire des ennemis, essayez de changer quelque chose. Woodrow Wilson","If you want to make enemies, try to change something. Woodrow Wilson"
977,"Simplifier, simplifier.- Henry David Thoreau","Simplify, simplify.- Henry David Thoreau"
978,Soistoimême; tout le monde est déjà pris. Oscar Wilde,Be yourself; everyone else is already taken. Oscar Wilde
979,Soit brave. Prendre des risques. Rien ne peut remplacer l'expérience. Paulo Coelho,Be brave. Take risks. Nothing can substitute experience. Paulo Coelho
980,Soyez d'abord doux avec vous-même. -Lama Yéshé,Be gentle first with yourself. -Lama Yeshe
981,Soyez fidèle à ce qui existe en vous. -André Gide,Be faithful to that which exists within yourself. -André Gide
982,"Soyez fidèle à votre travail, à votre parole et à votre ami. Henry David Thoreau","Be true to your work, your word, and your friend. Henry David Thoreau"
983,Soyez fidèle dans les petites choses car c'est en elles que réside votre force. Mère Teresa,Be faithful in small things because it is in them that your strength lies. Mother Teresa
984,Soyez gentil autant que possible. C'est toujours possible. -Dalaï Lama,Be kind whenever possible. It is always possible. -Dalai Lama
985,"Soyez gentil, car tous ceux que vous rencontrez mènent une dure bataille -Ian Maclaren","Be kind, for everyone you meet is fighting a hard battle -Ian Maclaren"
986,"Soyez groovy ou partez, mec. Bob Dylan","Be groovy or leave, man. Bob Dylan"
987,Soyez heureux avec ce que vous avez. Soyez enthousiasmé par ce que vous voulez. Alain Cohen,Be happy with what you have. Be excited about what you want. Alan Cohen
988,"Soyez heureux dans l'instant, cela suffit. -Mère Teresa","Be happy in the moment, that’s enough. -Mother Teresa"
989,"Soyez honnête, la nature se range uniquement du côté de la vérité. - Adolf Loos","Be truthful, nature only sides with truth. -Adolf Loos"
990,"Soyez négligent dans votre robe si vous voulez, mais gardez une âme bien rangée. Mark Twain","Be careless in your dress if you will, but keep a tidy soul. Mark Twain"
991,Soyez patient et dur; un jour cette douleur te sera utile. -Ovide,Be patient and tough; one day this pain will be useful to you. -Ovid
992,Soyez quelqu'un avec qui vous voudriez être. Craig Jarrow,Be someone who you would want to be around. Craig Jarrow
993,Soyez si bon qu'ils ne peuvent pas vous ignorer. Steve Martin,Be so good they can’t ignore you. Steve Martin
994,"Suivez l'amour et il fuira, fuyez l'amour et il suivra. -John Gay","Follow love and it will flee, flee love and it will follow. -John Gay"
995,Supporte et attends.,"Bear, and forbear."
996,"Tant que l'or luit, force amis.","In time of prosperity, friends are plenty."
997,"Tant que vous pouvez vous retrouver, vous ne mourrez jamais de faim. -Suzanne Collins","As long as you can find yourself, you’ll never starve. -Suzanne Collins"
998,"Tant que vous vivez, continuez à apprendre à vivre. Lucius Annaeus Sénèque","As long as you live, keep learning how to live. Lucius Annaeus Seneca"
999,"Tant qu'il y a de la vie, il y a de l'espoir","While (GB) / Where (US) there's life, there's hope"
1000,"Tel père, tel fils","Like father, like son"
1001,"Tenir un stylo, c'est être en guerre. Voltaire",To hold a pen is to be at war. Voltaire
1002,"Tester mène à l'échec, et l'échec mène à la compréhension. Burt Rutan","Testing leads to failure, and failure leads to understanding. Burt Rutan"
1003,Tolérance n'est pas quittance.,Forbearance is no acquaintance.
1004,"Ton amour me rend fort, ta haine me rend imparable. Cristiano Ronaldo","Your love makes me strong, your hate makes me unstoppable. Cristiano Ronaldo"
1005,Tous ceux qui errent ne sont pas perdus.,Not all those who wander are lost.
1006,Tous les chemins mènent à Rome,All roads lead to Rome
1007,Tous les écrivains que je connais ont du mal à écrire. Joseph Heller,Every writer I know has trouble writing. Joseph Heller
1008,Tous les trente-six du mois,Once in a blue moon
1009,Tout a une beauté mais tout le monde ne la voit pas. -Confucius,"Everything has beauty, but not everyone sees it. -Confucius"
1010,Tout bonheur dépend du courage et du travail. Honoré de Balzac,All happiness depends on courage and work. Honore de Balzac
1011,Tout ce dans quoi vous êtes doué contribue au bonheur. Bertrand Russell,Anything you’re good at contributes to happiness. Bertrand Russell
1012,"Tout ce dont vous avez besoin, c'est de l'amour.- John Lennon",All you need is love.- John Lennon
1013,Tout ce que tu peux imaginer est réel. - Pablo Picasso, “Everything you can imagine is real.” — Pablo Picasso
1014,Tout ce que tu peux imaginer est réel. -Pablo Picasso,Everything you can imagine is real. -Pablo Picasso
1015,Tout ce que vous avez toujours voulu est de l'autre côté de la peur. Georges Addair,Everything you’ve ever wanted is on the other side of fear. George Addair
1016,Tout ce qui brille n'est pas de l'or,All that glitters is not gold
1017,Tout ce qui brille n'est pas d'or.,All that glitters is not gold.
1018,Tout ce qui est populaire est faux. Oscar Wilde,Everything popular is wrong. Oscar Wilde
1019,Tout ce qui vaut la peine d'être fait vaut la peine d'être fait lentement. -Mae West,Anything worth doing is worth doing slowly. -Mae West
1020,"Tout ce qu'il faut, vraiment, c'est de la confiance. Quartier Rachel","All anything takes, really, is confidence. Rachel Ward"
1021,"Tout comme notre confiance, notre capacité l'est aussi. Guillaume Hazlitt","As is our confidence, so is our capacity. William Hazlitt"
1022,Tout est bien qui finit bien,All's well that ends well
1023,Tout le monde a pitié des faibles ; la jalousie que vous devez gagner. Arnold Schwarzenegger,Everybody pities the weak; jealousy you have to earn. Arnold Schwarzenegger
1024,Tout vient à point à qui sait attendre,All things come to him who waits
1025,Toute fève a son point noir.,Every bean has its black.
1026,Toute notre vie consiste à résoudre des énigmes. Erno Rubik,Our whole life is solving puzzles. Erno Rubik
1027,Toute œuvre noble est d'abord impossible. -Thomas Carlyle,Every noble work is at first impossible. -Thomas Carlyle
1028,Toutes les bonnes choses ont une fin,All good things come to an end
1029,"Toutes les généralisations sont fausses, y compris celle-ci. -Mark Twain","All generalizations are false, including this one. -Mark Twain"
1030,Transformer vos blessures en sagesse. Oprah Winfrey,Turn your wounds into wisdom. Oprah Winfrey
1031,Travailler sans amour est un esclavage. Mère Teresa,Work without love is slavery. Mother Teresa
1032,"Travaillez dur, soyez gentil et des choses incroyables se produiront. Conan O'Brien","Work hard, be kind, and amazing things will happen. Conan O’Brien "
1033,Trébucher n'est pas tomber. Malcolm X,Stumbling is not falling. Malcolm X
1034,"Trois peuvent garder un secret, si deux d'entre eux sont morts.","Three can keep a secret, if two of them are dead."
1035,Trop de paroles noient la vérité.,"In too much discourse, truth is lost."
1036,Trop de travail abrutit,All work and no play makes Jack a dull boy
1037,Trouvez ce que vous aimez et laissez-le vous tuer. Charles Boukowski,Find what you love and let it kill you. Charles Bukowski
1038,Tu me parles?,You talkin' to me?
1039,Tu peux si tu pense que tu peux. -Georges Reeves,You can if you think you can. -George Reeves
1040,Un ami est quelqu'un qui sait tout sur vous et qui vous aime toujours.- Elbert Hubbard,A friend is someone who knows all about you and still loves you.- Elbert Hubbard
1041,Un ami est un reflet de soi. -Aristote,A friend is a second self. -Aristotle
1042,Un ami fidèle vaut dix mille parents. -Euripide,One loyal friend is worth ten thousand relatives. -Euripides
1043,Un ami se perd plus aisément qu'il ne s'acquiert.,A friend is not so soon gotten as lost.
1044,"Un auteur, derrière ses mots, est nu. Terri Guillemets","An author, behind his words, is naked. Terri Guillemets"
1045,"Un balai neuf, balaie net.",A new besom sweeps clean.
1046,Un bon exemple est le meilleur sermon. Benjamin Franklin,A good example is the best sermon. Benjamin Franklin
1047,Un but sans plan n'est qu'un souhait. Antoine de Saint-Exupéry,A goal without a plan is just a wish. Antoine de Saint-Exupery
1048,Un cœur aimant est la vraie sagesse. Charles Dickens,A loving heart is the truest wisdom. Charles Dickens
1049,"Un de perdu, dix de retrouvés",There are plenty of fish in the sea
1050,Un dirigeant doit être lent à punir et rapide à récompenser. Ovide,A ruler should be slow to punish and swift to reward. Ovid
1051,Un écrivain professionnel est un amateur qui n'a pas abandonné. Richard Bach,A professional writer is an amateur who didn’t quit. Richard Bach
1052,Un enfant éduqué uniquement à l'école est un enfant non éduqué. Georges Santayana,A child educated only at school is an uneducated child. George Santayana
1053,Un étudiant de la vie considère le monde comme une salle de classe. Harvey Mackay,A student of life considers the world a classroom. Harvey Mackay
1054,Un grand esprit devient une grande fortune. Lucius Annaeus Sénèque,A great mind becomes a great fortune. Lucius Annaeus Seneca
1055,Un grand homme est toujours prêt à être petit. Ralph Waldo Emerson,A great man is always willing to be little. Ralph Waldo Emerson
1056,Un homme averti en vaut deux,Forewarned is forearmed
1057,Un homme courageux fait la majorité. André Jackson,One man with courage makes a majority. Andrew Jackson
1058,Un homme de courage est aussi plein de foi. Marcus Tullius Cicéron,A man of courage is also full of faith. Marcus Tullius Cicero
1059,Un homme ne peut pas monter sur ton dos à moins qu'il ne soit plié. -Martin Luther King jr.,A man can’t ride your back unless it’s bent. -Martin Luther King Jr.
1060,Un homme n'est pas vieux tant que les regrets ne remplacent pas les rêves. Jean Barrymore,A man is not old until regrets take the place of dreams. John Barrymore
1061,Un homme qui vit pleinement est prêt à mourir à tout moment. Mark Twain,A man who lives fully is prepared to die at any time. Mark Twain
1062,Un homme se battra plus pour ses intérêts que pour ses droits. Napoléon Bonaparte,A man will fight harder for his interests than for his rights. Napoleon Bonaparte
1063,Un hôte non invité doit apporter son siège.,An unbidden guest must bring his stool with him.
1064,Un investissement dans la connaissance génère les meilleurs intérêts. Benjamin Franklin,An investment in knowledge pays the best interest. Benjamin Franklin
1065,"Un jour je trouverai les mots justes, et ils seront simples. Jack Kerouac","One day I will find the right words, and they will be simple. Jack Kerouac "
